Initial,-4.386775889585679,0.48733977085517655,-0.4574195978350868,-2.1001821947585766,-4.3264225642830265,4.280623774939185,-2.965504950980751,2.4015936678335637,6.506724251765121,-1.5044441969473543,-2.7754086776838127,4.913118264516318,1.1794273454810473,-5.228066749468068,2.1186972459894546,-1.6909298500734093,-1.1184593772919458,-1.5054553934233712,-2.1643432670914162,-3.2820143696440987,-2.776404872835724,-1.1543527153077577,4.595200120357315,2.1871054252459357,1.0872959372870792,0.18589788196988666,-2.0291541162085416,4.216584035032881,-3.382076839480763,5.13573282107652,-1.9063710744968845,-2.183922635005687,-3.3810920436132403,-5.346881107100245,1.7529279396342183,-1.9153285082851497,1.2785383504268222,6.176776482328442,-4.677754280010886,4.568181325899929,-1.859215619584802,0.5569661956215914,-9.136261962580704,2.3098295980770933,5.319695906610596,-1.3390737450216426,3.263653617360181,4.7597505726457205,-4.738871319243183,-1.9939064842037542
CGC,-10.750876381357248,-8.190607624995067,-6.924083513899181,-8.54273851155489,-8.793591061839637,-5.551054656686999,-8.867971215093853,-5.407156936304542,-5.159387814008998,-7.438270675882157,-8.782993560364712,-5.545180134050315,-7.371717968608634,-11.10658590912321,-7.1206799834762995,-7.704805986371983,-6.465213559635974,-7.989909567171178,-8.527276096296166,-9.959548600642343,-11.201401914814252,-8.653293778412612,-4.705876562432245,-5.817945557922357,-8.078523856387216,-7.299084087788987,-8.472491772672203,-3.80914453503701,-11.885138281643417,-6.155820951613755,-6.989349174730641,-8.333065654312907,-10.564735234039794,-10.503491671384475,-7.019632438563611,-8.377223757478887,-5.28997334924065,-4.25573350440636,-9.660542109292095,-4.189859423308861,-6.908529486335523,-5.521908115545289,-14.443295761244649,-5.753939312879564,-3.974934818786128,-7.760616285578384,-4.366607467582877,-4.019195415539689,-11.554657845361962,-6.579687269769136,,,0.013982295989990234,-378.34534915146895
FM_kl,-10.750876381357248,-7.9733325089489595,-6.924083513899181,-8.54273851155489,-8.793591061839637,-5.551054656686999,-8.867971215093853,-5.407156936304542,-5.159387814008998,-7.7399663852173735,-8.782993560364712,-5.545180134050315,-7.371717968608634,-11.106585909123211,-7.120679983476301,-7.704805986371983,-6.465213559635974,-7.989909567171178,-8.527276096296166,-9.959548600642343,-11.201401914814252,-8.653293778412612,-4.705876562432245,-5.817945557922357,-8.078523856387216,-7.2990840877889855,-8.472491772672203,-3.80914453503701,-11.885138281643417,-6.155820951613755,-6.989349174730641,-8.333065654312907,-10.564735234039794,-10.503491671384475,-7.019632438563611,-8.377223757478887,-5.28997334924065,-4.25573350440636,-9.660542109292095,-4.189859423308861,-6.908529486335523,-5.521908115545289,-14.443295761244649,-5.753939312879564,-3.974934818786128,-7.760616285578384,-4.366607467582879,-4.019195415539689,-11.554657845361962,-6.579687269769136,,,0.04524970054626465,-378.42976974475806
FM_gaec,-10.750876381357248,-7.9733325089489595,-6.924083513899181,-8.54273851155489,-8.793591061839637,-5.551054656686999,-8.867971215093853,-5.407156936304542,-5.159387814008998,-7.7399663852173735,-8.782993560364712,-5.545180134050315,-7.371717968608634,-11.106585909123211,-7.120679983476301,-7.704805986371983,-6.465213559635974,-7.989909567171178,-8.527276096296166,-9.959548600642343,-11.201401914814252,-8.653293778412612,-4.705876562432245,-5.817945557922357,-8.078523856387216,-7.2990840877889855,-8.472491772672203,-3.80914453503701,-11.885138281643417,-6.155820951613755,-6.989349174730641,-8.333065654312907,-10.564735234039794,-10.503491671384475,-7.019632438563611,-8.377223757478887,-5.28997334924065,-4.25573350440636,-9.660542109292095,-4.189859423308861,-6.908529486335523,-5.521908115545289,-14.443295761244649,-5.753939312879564,-3.974934818786128,-7.760616285578384,-4.366607467582879,-4.019195415539689,-11.554657845361962,-6.579687269769136,,,0.03786420822143555,-378.42976974475806
KLj,-10.750876381357248,-7.9733325089489595,-6.924083513899181,-8.54273851155489,-8.793591061839637,-5.551054656686999,-8.867971215093853,-5.407156936304542,-5.159387814008998,-7.7399663852173735,-8.782993560364712,-5.545180134050315,-7.371717968608634,-11.106585909123211,-7.120679983476301,-7.704805986371983,-6.465213559635974,-7.989909567171178,-8.527276096296166,-9.959548600642343,-11.201401914814252,-8.653293778412612,-4.705876562432245,-5.817945557922357,-8.078523856387216,-7.2990840877889855,-8.472491772672203,-3.80914453503701,-11.885138281643417,-6.155820951613755,-6.989349174730641,-8.333065654312907,-10.564735234039794,-10.503491671384475,-7.019632438563611,-8.377223757478887,-5.28997334924065,-4.248607305827344,-9.660542109292095,-4.189859423308861,-6.908529486335523,-5.521908115545289,-14.443295761244649,-5.753939312879564,-3.974934818786128,-7.760616285578384,-4.366607467582879,-4.019195415539689,-11.554657845361962,-6.579687269769136,,,0.016849517822265625,-378.42264354617913
BEST,-9.434981829617278,-7.404133257091548,-6.43265178869678,-7.357395004981649,-7.924829343424005,-4.8805831816431,-8.867971215093853,-5.254651761612404,-3.6905548929803818,-6.866451329519334,-8.699596937685008,-3.448298973454736,-4.1225397194108275,-10.349125029616939,-6.6045278845597215,-5.507145246096409,-4.925997957971447,-6.331972741796488,-7.148229494438294,-7.8493169032934,-8.647129423619667,-7.753435144007009,-2.2585483180968797,-3.9761414935711286,-6.836718828573257,-6.349173491512497,-7.319530169479911,-1.1525335256375024,-11.44552050654512,-6.155820951613755,-5.7701164526978195,-7.861704656030641,-9.609633396855067,-10.470544935069091,-2.833933774314459,-6.251050431408075,-2.8744799533497734,1.1572467621068254,-9.10342228581503,-2.4604839373445344,-6.12768197414793,-4.89450914054707,-11.095371576667432,-4.640511428594787,-2.3551937722275103,-7.373570352529912,-2.309822343388294,-2.286347382358543,-10.35414973810958,-5.498322312415214,,,0.018978118896484375,-308.0091094274042
FIRST,-9.14343127874351,-5.935725635768663,-6.1592792634363205,-5.516455138043953,-6.995339680431343,-2.938348393111408,-8.325168555944565,-4.059847021145717,1.426173601459416,-5.803952624417116,-7.839045194385396,-2.8366430767230923,-2.569585287145616,-10.349125029616939,-4.12179634301027,-5.5488541275774255,-4.023117362883559,-4.924180462499644,-4.679276838994914,-7.631084376961164,-9.532987707962494,-6.356445794290931,-2.457041914272069,-3.7038492183727834,-2.2418856415491275,-4.7931857151041655,-6.7886386028767625,-1.9328159854252238,-9.448931550584476,-4.3378332128532335,-4.6761544096728525,-6.1294975598494075,-7.074090684572015,-10.083044753708556,-2.0725006806415056,-5.811482102257885,-3.053537292876249,-0.13817489100576985,-8.91900469065599,-2.010758990786538,-5.365636297281843,-4.13344359440493,-10.653948260336115,-3.1331108142353754,-1.2600941419478477,-5.611473623096893,-1.5122270592465674,-2.200185188043454,-10.336012988913685,-4.85092899726112,,,0.011844158172607422,-258.5930044534671
VOTE,-10.462542226023775,-7.404133257091548,-6.43265178869678,-7.357395004981649,-7.924829343424005,-4.8805831816431,-8.867971215093853,-5.276770120457428,-3.6905548929803818,-6.866451329519334,-8.717990749395053,-3.568538127749483,-4.906296043333022,-10.39573916422028,-6.6045278845597215,-6.171324432813264,-4.925997957971447,-6.881084554785639,-7.148229494438294,-7.8493169032934,-8.647129423619667,-7.753435144007009,-3.0756416270639173,-4.703582360662169,-6.836718828573257,-6.349173491512497,-7.5385384201468835,-2.5061021557950447,-11.44552050654512,-6.155820951613755,-5.7701164526978195,-7.861704656030641,-9.609633396855067,-10.470544935069091,-4.29693897951126,-7.2319013348169525,-4.329804785558169,-2.3414964169637127,-9.10342228581503,-2.4604839373445344,-6.12768197414793,-4.89450914054707,-14.01347043137565,-5.098267795433411,-2.3551937722275103,-7.373570352529912,-2.309822343388294,-2.4729456842425934,-10.35414973810958,-5.632824923647069,,,0.011323213577270508,-325.45307391832205
PIVOT,-8.991298257720576,-4.52759542880493,-4.020678286682005,-5.936119268527589,-7.326695911185681,-1.5337842875824066,-7.954022758421794,-1.4619792857275709,-1.1543311034622512,-5.701831982876962,-4.759693638254603,-0.8444789359538767,-2.1816906808500307,-8.272284211900313,-5.233673180983244,-3.6783122751782766,-3.9882428516460515,-4.492024654435605,-6.5223718247263625,-7.04469778175435,-6.460595943532121,-4.612974200196122,-1.8806141805074992,-3.800222754156174,-3.4825625305758052,-4.083091357054856,-5.969255701971379,1.2614663348453492,-7.756916164402446,-3.9679219579058707,-4.395108396172699,-6.815030434837746,-8.617401875242063,-8.624019864584062,-1.1212449034732745,-5.302881359675278,-2.683134151027377,0.20886985222001275,-7.896447708790929,-0.8512188978930446,-5.722568784982936,-3.016713361097463,-12.261630343318648,-2.2957108590893416,0.7978367753168412,-5.691366681166658,-0.9434998833050803,-0.3694345702714239,-7.329687511373883,-4.061992653127445,,,0.0075719356536865234,-223.37088067402394
GAEC,-10.750876381357248,-7.9733325089489595,-6.924083513899181,-8.54273851155489,-8.793591061839637,-5.551054656686999,-8.867971215093853,-5.407156936304542,-5.159387814008998,-7.438270675882157,-8.782993560364712,-5.545180134050315,-7.371717968608634,-11.106585909123211,-7.120679983476301,-7.704805986371983,-6.465213559635974,-7.989909567171178,-8.527276096296166,-9.959548600642343,-11.201401914814252,-8.653293778412612,-4.705876562432245,-5.817945557922357,-8.078523856387216,-7.2990840877889855,-8.472491772672203,-3.80914453503701,-11.885138281643417,-6.155820951613755,-6.989349174730641,-8.333065654312907,-10.564735234039794,-10.503491671384475,-7.019632438563611,-8.377223757478887,-5.28997334924065,-4.248607305827344,-9.660542109292095,-4.189859423308861,-6.908529486335523,-5.521908115545289,-14.443295761244649,-5.753939312879564,-3.974934818786128,-7.760616285578384,-4.366607467582879,-4.019195415539689,-11.554657845361962,-6.579687269769136,,,0.005940675735473633,-378.12094783684387
GF,-10.750876381357246,-7.973332508948959,-6.924083513899182,-8.54273851155489,-8.793591061839637,-5.551054656687,-8.867971215093855,-5.44038935049805,-5.1593878140089995,-7.291757600496881,-8.782993560364712,-5.129746036921465,-7.3717179686086345,-11.10658590912321,-7.1206799834763,-7.704805986371982,-6.465213559635973,-7.989909567171179,-8.486468340261103,-9.959548600642341,-11.20140191481425,-8.65329377841261,-4.705876562432246,-5.687005536580006,-7.884270086060067,-7.299084087788987,-8.472491772672202,-3.5851940615961695,-11.885138281643417,-4.962761803568117,-6.879983350284123,-8.333065654312907,-10.564735234039796,-10.503491671384474,-6.15353583870475,-8.377223757478887,-5.28997334924065,-4.248607305827346,-9.660542109292093,-4.189859423308861,-6.908529486335523,-5.521908115545289,-14.443295761244649,-5.753939312879564,-2.78758870655901,-7.760616285578382,-4.366607467582878,-3.3990018396934,-11.55465784536196,-6.579687269769135,,,0.18807673454284668,-373.02621979695334
